id,full_text,label,confidence
TXT1100,sana sini omon omon bahwa mbg dipuja puji diluar negeri sementara di jakaera sendiri masih banyak anak putus sekjolah dikarenakan faktor ekonomi,Ekonomi,0.9698
TXT1101,daripada mbg gila2an mending dialihkan ke sarana dan prasarana,Anggaran,0.9081
TXT1102,tidak ada yang namanya makan bergizi gratis di bawah kapitalisme — bagi kami tidak ada yang seperti itu.,Politik,0.9114
TXT1103,"pemkab sleman nunjukin kalau program makan gratis tidak asal jalan, tapi dijaga sekali ",Tata Kelola,0.943
TXT1104,"pak presiden ini bukan soal like or dislike,terkait mbg. saya pernah bukan sekedar mencicipi tapi memakannya dan memang kwalitasnya dibawah standart, anak2 banyak  dibawa pulang karena  disekolah tidak mau makan sebab makanan ( sayur ) sudah basi dan tidak layak makan.",Kualitas Pangan,0.8661
TXT1105,tugas polri apa di mbg? belanja kangkung ke pasar? masak nasi juga?,Kualitas Pangan,0.8532
TXT1106,"iyaa, belum  benar-benar  matang  tidak si pelaksanaan mbg",Tata Kelola,0.9325
TXT1107,asekk kasih dia mbg wahai presidenku,Lainnya,0.9121
TXT1108,"babinsa pengasih koramil 11/pengasih kodim 0731/klp sertu ibnu, jum'at (1/8/2025), pendampingan pendistribusian makan bergizi gratis (mbg) dari dapur sppg mandiri mitra bangun  dapur rodlotul pengasih, ke sekolah-sekolah penerima program mbg di wilayah kal pengasih, kap pengasih.",Distribusi,0.8996
TXT1109,mbg makan belatung gaes,Kualitas Pangan,0.8549
TXT1110,pun mbg tetap dijalankan.. sangat politis sekali,Politik,0.4312
TXT1111,maklumin saja  soalnya dia tidak dapat  mbg (*mbg kan katanya bisa meningkatkan kecerdasan),Distribusi,0.8908
TXT1112,han kamu saja  han yang  bikin program mbg,Tata Kelola,0.4687
TXT1113,mbg tiap bulan ada saja  kasus keracunan,Kualitas Pangan,0.8635
TXT1114,stop mbg yang  buat siswa keracunan,Kualitas Pangan,0.8573
TXT1115,yang  paling besar anggaran mbg. hadeuuh..,Anggaran,0.9046
TXT1116,"kebalikannya. di kotaku ad sekolah  yang  kbagian ampe kantin d skolahnya pada mtusin buat  tutup. d sisi lain ad sekolah  yang  anak2nya mayoritas golongan ‘bawah’ malah tidak dapat  mbg. padahal  kalau dari  pkerjaan ortunya, sekolah  ini hrusnya trmasuk dapet. tidak tahu pnilaian dapat  atau tidak nya dari mana",Distribusi,0.9062
TXT1117,daerah kalian ada mbg?,Distribusi,0.9071
TXT1118,efek mbg kalau bicara  pade ngelantur keracunan.,Kualitas Pangan,0.8587
TXT1119,"program mbg melibatkan sekitar 10 ribu umkm, badan usaha milik desa (bumdes), dan koperasi yang sudah menyuplai bahan baku ke sppg.",Ekonomi,0.9678
TXT1120,"exactly! jadi tidak sembarangan warteg suply ke mbg. harus diperhitungkan dapur higenis, karena untuk keselamatan para pelajar yang  mengkonsumsi.",Tata Kelola,0.952
TXT1121,ganjar mahfud adalah calon pres wapres sudah punya track record. apa itu kurang? coba bandingkan  profil kedua calon. pembanding nya itu dong. belum lagi membicarakan  program. masak program makan gratis yang  dipilih?,Politik,0.917
TXT1122,mbg makasih bang ganteng,Lainnya,0.9205
TXT1123,"ya, pertumbuhan ekonomi indonesia saat ini tampak sementara, didorong belanja pemerintah seperti program mbg (rp171t+), tapi defisit melebar ke 3,2% pdb dan utang naik tajam (hingga 47% yoy di h1 2025). risiko inflasi jangka panjang meningkat jika tak dikelola, ditambah gelombang",Anggaran,0.9073
TXT1124,yang besar biaya mbg,Anggaran,0.9074
TXT1125,apa susahnya bilang kalau mbg tuh bikin  apbn tekor sih bu?,Anggaran,0.9006
TXT1126,"bukankah lebih  baik membuka dapur untuk  mbg di sulawesi,kalimantan,ntt,ntb..drpd di sumut.",Distribusi,0.8831
TXT1127,makan bergizi gratis untuk anak-anak indonesia,Sasaran Penerima,0.9471
TXT1128,campus hiring week 2025! pt maju bersama gemilang (mbg) adalah perusahaan manufaktur yang bergerak di bidang produksi fiber optik dan solusi teknologi industri. saat ini membuka berbagai peluang karier untuk kamu yang ingin berkembang di dunia kerja profesional.,Ekonomi,0.974
TXT1129,gimana kalau  kita biasakan dia yang  makan itu menu mbg,Kualitas Pangan,0.8635
TXT1130,gapaham kenapa masih kekeh buat pertahanin mbg mbg yang sudah jelas-jelas sistem dan hasilnya gajelas? pls sekali  kalau  tidak niat kerja minimal tidak goblok juga :(,Tata Kelola,0.9414
TXT1131,"imbas program mbg anggaran pendidikan &amp; kesehatan di pangkas, sekarang ada rencana mengambil dari pos zakat. bukannya tidak mendukung, tapi kalau  ugal²an gini ?? -- jokitugas sarapan senin danantara dere selasa",Anggaran,0.9013
TXT1132,"breakdown lagi, buat mbg berapa buat pendidikan berapa",Anggaran,0.9107
TXT1133,dia lah yang paling kenyang dengan  mbg..,Lainnya,0.679
TXT1134,weh dahyu kamu abis makan mbg?? cepat  sembuh yaa,Lainnya,0.6601
TXT1135,"dugaan keracunan mbg di mlati ternyata terjadi pada empat sekolah, total ada 212 orang bergejala",Kualitas Pangan,0.8585
TXT1136,"kasian.. mau di ewe demi sesuap makanan, mending kamu join mbg nya prabowo sudah",Politik,0.8824
TXT1137,"yang  paling ngotot dulunya beliau jadi presiden ya si on dan sekarang  jadi presiden pbuat lembaga2 baru,kawan2 banyak  rangkap jabatan,mbg ada belatung'y eh dia diam seribu bahasa, atau mata,hati,jiwa'y lagi  tidak ada skrg?? 🤔🤔",Politik,0.9185
TXT1138,"yang  tidak pulkam ada termasuk adekku, dia ke sekolah buat ambil  mbg wkwkwk.",Distribusi,0.8906
TXT1139,kalau saya sih setujunya mentri wamen dan pejabat lain dikasih mbg milik siswa dan jatah makan mereka dikasih ke siswa ..,Sasaran Penerima,0.7844
TXT1140,"mengalihkan kegagalan mbg,lari ke tarif trump.. hebat pemuja jokono ini .. biar salah yang  penting jadi presiden! 🤭🤭",Politik,0.9174
TXT1141,jangan ambil jatah makan bergizi gratis,Lainnya,0.9227
TXT1142,nah benar  tuker saja  makananya kalau  mbg makanan enak,Kualitas Pangan,0.8614
TXT1143,saya juga tidak butuh program mbg itu ya mul. sadar semua kamu anjg. sudah tidak bisa sltay kalem kalau  pemerintah madesu gini,Politik,0.9083
TXT1144,"mbg bisa meningkatkan diare mual dan pusing halo bu wamencret pengharum ruangan, are you understand?",Kualitas Pangan,0.8198
TXT1145,yang  guru disuruh cicip mbg. yang  nakes disuruh jungkir balik demi capaian program cek kesehatan gratis.. ngenes 🤣🤣,Kualitas Pangan,0.8588
TXT1146,"at least not spent it all to mbg + fat ass kabinet. pasti mereka ada errornya, apalagi ganjar pdip, yang  main  2 kaki, + anies ada nadem + imin. tapi pemerintahan sekarang, tajem sekali  ke bawah iritnya + jor2an sekali  ke atas.",Politik,0.9115
TXT1147,wkwkwk anjir this is mbg what i mean,Lainnya,0.9264
TXT1148,"kukira kasus keracunan mbg ada di berita doang, ternyata tetangga sendiri kena",Kualitas Pangan,0.8617
TXT1149,"memastikan setiap anak indonesia mendapatkan nutrisi cukup untuk  tumbuh sehat &amp; cerdas. mbg bukan  sekadar memberi makanan; itu adlhsenjata untuk membangun generasi tangguh, layaknya luffy membekali krunya untuk menghadapi setiap bahaya.",Sasaran Penerima,0.9499
TXT1150,"yang  lulusan ptn terkenal sj banyak  yang  kelimpungan, bahkan dengan berat hati kerja di mbg dengan  gaji umr. banyak loker tapi setelah dikirim cv cs tidak ada kelanjutannya. sunyi sepi, yang  ramai  koar2nya.",Tata Kelola,0.8996
TXT1151,"prabowo salah strategi dalam menjalankan program mbg..harus nya di awal itu yang  di sasar anak kelas 12--11--10 dulu..karena mereka akan segera tamat..kalau sampai mereka menunggu lama ,pasti tidak merasakan mbg..dan itu akan di bilang omon omon aja..cc",Distribusi,0.5144
TXT1152,"disamain saja dengan  mbg anak sekolah, kan katanya bisa bikin cerdas.. anggota dpr sekarang kan banyak  yang  bloon..",Politik,0.7598
TXT1153,"yailah..ada sebab ada akibat, geto lih, syukur2 presiden yang  sekarang mau menghadiri gawai tersebut, minimal wakilnyalah jika beliau sibuk urus mbg dan koperasi merah putih..",Politik,0.9159
TXT1154,"video: produksi food tray, emiten otomotif siap dukung program mbg",Tata Kelola,0.8555
TXT1155,"dari awal kebijakan mbg ini tidak jelas dari awal, tidak ada pengawasan kualitas dan kebersihannya.. harusnya setelah ada kasus keracunan, makanan basi, makanan ber belatung. di stop dan di evaluasi ulang..",Tata Kelola,0.9571
TXT1156,coba tuh si wowo suruh makan mbg 🤣,Kualitas Pangan,0.8448
TXT1157,"tidak penting bu,yang penting dan wajib itu mbg",Tata Kelola,0.7863
TXT1158,"program makan bergizi gratis (mbg) tidak hanya meningkatkan kualitas gizi masyarakat, tetapi juga mendorong pertumbuhan ekonomi lokal melalui peningkatan permintaan produk pangan lokal dan pemberdayaan usaha mikro, kecil, dan menengah (umkm).",Ekonomi,0.9747
TXT1159,wo tulung biaya buat mbg yang unfaedah itu  ditinjau ulang dong! makasyii,Anggaran,0.9056
TXT1160,si goblok 900 jt dibilang banyak. noh mbg tiap hari anggaran 1 trilyun mirip  gimana bentuknya.,Anggaran,0.9069
TXT1161,garuda indonesia manthab.. digagahi komunis di partai kandang. digagahi di maka  sama bocil cilik menyerah tuh demokrasi. apa lagi yang bisa di banggakan dari garuda? mbg..,Politik,0.9176
TXT1162,"wooii.. kamu pikir 50 trilyun itu jumlah yang sedikit?? kamu pikir rakyat tidak tahu kalau  perusahaan catering itu diperas minta komisi proyek makan ini?? ayoo laah dan mengusut mbg ini, ini duit banyak yang  tidak terkontrol pengeluarannya",Anggaran,0.9053
TXT1163,membayangkan jika kerugian negara tersebut dipakai untuk program mbg yang  konon membutuhkan 2 triliun per bulan maka kerugian negara tersebut sudah cukup untuk membiayai program mbg selama 484 bulan atau 40 tahun.,Anggaran,0.9027
TXT1164,"pantes saya makin oon, mbg belum  sampai sekolah  saya wo",Distribusi,0.8978
TXT1165,"dana mbg tenyata diambil dari 44,2 persen anggaran pendidikan",Anggaran,0.909
TXT1166,hahahaa.. apa iya jika jatah mbg disamain kek para pejabrut.. maksi 118rb n snack senilai 53k,Lainnya,0.7176
TXT1167,kebalik mbg 118.00 pejabat 10ribu kan banyak uang,Anggaran,0.8968
TXT1168,"pernyataan bahwa program makan bergizi gratis mengambil 44% dari apbn, yang membuat presiden melanggar uud 1945, tidak benar. konstitusi indonesia, tepatnya dalam pasal 31 ayat (4) uud 1945, hanya mengamanatkan bahwa alokasi anggaran pendidikan harus minimal 20% dari apbn.",Anggaran,0.9043
TXT1169,program makan bergizi gratis ini bikin kita optimis masa depan generasi emas!,Sasaran Penerima,0.9469
TXT1170,"day 1 mpls masuk sma, ponakanku dapat  mbg singkong kukus dikasih skm. dibawa pulang karena  tidak doyan, sampai rumah sudah sore dan sudah basi.",Kualitas Pangan,0.8546
TXT1171,50 dapur umum disiapkan pemkab siak untuk layani program mbg,Distribusi,0.8806
TXT1172,pesawat baru pesawat baru. mbg kamu noh ada belatungnya!!,Kualitas Pangan,0.8581
TXT1173,"kalian yang jualan di kantin sekolah, kalau sekolahan itu dapat  mbg tuh, kalian masih jualan atau nggak? minat beli anak"" turun ya pasti kalau sudah dapat  mbg?",Distribusi,0.8898
TXT1174,"mbg? dapur yang  nanganin saja  banyak yang  rugi loh, niat hati mau cuan handle proyek pemerintah tapi malah pada mumet. mau sampai kapan ini  kita ngebiarin pejabat2 mengadakan  proyek tidak jelas cuma buat bagi2 ""kue? kita itu buanyak sekali  loh kalau kompak, yakali..",Tata Kelola,0.9338
TXT1175,"akibat 51% dana pendidikan buat ikn saat jokowi presiden, hari ini dialihkan lagi untuk mbg. nyaris kebutuhan mendesak seperti gedung sekolah terabaikan. masih ditambah adanya korupsi di sektor pendidikan.",Anggaran,0.9078
TXT1176,"sebenernya.. semua program itu bagus kalau  sesuai dengan  anggaran, tujuan, dan tepat sasaran. tapi masalahnya ini  pemerintah kita dari  dulu banyak  ngadi²nya. ini  salah 1 proker yang  banyak  salah sasaran jadi tujuannya blass bablas. mbg, tujuan awal untuk  cegah stunting, tapi ibu hamil malah tidak dpt. lol.",Tata Kelola,0.85
TXT1177,"mbg sulit untuk di audit, buktinya mana kalau sudah didistribusi ke siswa? paling hanya foto, selebihnya sudah masuk perut. cara ngecek jumlah riil yang  telah dibagi sama peng spj annya gimana? kalau beli traktor, bangun gedung, laptop dan lain bisa cek kesesuaian spek dan jumlah, lah ini",Distribusi,0.8614
TXT1178,program makan bergizi gratis sudah berjalan di sekolah dasar,Distribusi,0.9041
TXT1179,"bagus, tag ini bisa tekan rezim untuk audit independen &amp; transparansi. bbc laporkan ratusan siswa keracunan mbg di ntt &amp; kulon progo (juli 2025); ppatk blokir 28 juta rekening rugikan akses dana rakyat (tempo). semoga kpk &amp; komnas ham selidiki. langkah selanjutnya apa?",Anggaran,0.8082
TXT1180,"yang  bilang pemerintah tidak belajar dari kesalahan siapa? dalam konteks mbg, ada tidak kasus keracuna yang terulang? kalau  mau nyalahin mah gampang, tapi tidak heran sih orang indo tidak kemana-mana. nyalahin orang terus  soalnya",Politik,0.8999
TXT1181,mbg wkwkwkw ini lucubgt,Lainnya,0.8399
TXT1182,please makan mbg seret sekali  tidak ada sayur kuah hueheuhue,Kualitas Pangan,0.8609
TXT1183,yang dikasih makan bergizi gratis setan kah?,Lainnya,0.897
TXT1184,nontonin dapur mbg ya?,Lainnya,0.9229
TXT1185,"dalam kesempatan itu, prabowo lantas mencontohkan program makan bergizi gratis (mbg) yang pada periode awal peluncurannya juga kerap menjadi sasaran nyinyir.",Politik,0.9185
TXT1186,"btw mbg itu bukan untuk anak sekolah saja  sih. ibu hamil, ibu menyusui dan balita belum sekolah juga dapat mbg.",Sasaran Penerima,0.8112
TXT1187,"mbg itu proyek bancakan anggaran nebeng pendidikan, padahal di dominasi mbg. proyek bancakan model prabowo.",Anggaran,0.9146
TXT1188,cocok ini mana mbg jadi sumber penyakit baru,Kualitas Pangan,0.7499
TXT1189,potret guru di sleman setelah menenggak satu sendok nasi program mbg yang tidak diketahui kandungannya,Kualitas Pangan,0.8676
TXT1190,"lah, katanya  mbg sudah disiapkan untuk  mengatasi masalah ini..??",Distribusi,0.897
TXT1191,"always with that damn kemustahilan, sama saja  mirip  program mbg yang dia janjikan lol, masih mau percaya?",Lainnya,0.7233
TXT1192,mbg sudah banyak  masalah malah diterusin. pemerintah benar-benar  ndablek dan goblok ya..mendingan bikin program yang  lebih bermanfaat,Politik,0.908
TXT1193,adik  saya dianterin ampe rumah mbg nya,Distribusi,0.9038
TXT1194,"ngebayangin suatu saat ada orangtua  punya pertimbangan begini  pas mau daftarin anaknya sekolah ""sekolah yang  ini saja  deh, belum/gak (harus) nerima mbg"" karena etiher jadi orang yang  bikin mubazir makanan atau korban penerima makanan kurang bermutu baik",Kualitas Pangan,0.7852
TXT1195,"sudah jelas kalau mbg itu modus korupsi berkedok efisiensi anggaran, anggarannya paling gede, laporannya dicuekin aja.",Anggaran,0.9113
TXT1196,"cuma? sama persis mirip  presidenmu yang  bilang program mbg keracunan ""cuma"" 0,5%. nyawa orang itu, bukan sekedar angka.",Kualitas Pangan,0.8596
TXT1197,dilanjutkan dengan mbg ini kan?..kah?..,Lainnya,0.924
TXT1198,"selama tidak mengganggu program unggulan seperti  mbg dan giant sea wall, meskipun tahu dia akn bersikap pura² tidak tau. jika  dicermati scara jeli, dengan  meminjam tangan lain dia mendapat keuntungan dari  semua  polemik yang  trjadi. meski kekuasaan bisa terjungkal dia akn tetap mengambil resiko itu",Politik,0.9168
TXT1199,"nggakpapa, masyarakat terima kalau anggaran pendidikan dipakai untuk mbg, kalau anggaran pendidikan dipakai buat kereta cepat atau ikn baru masyarakat tidak terima.",Anggaran,0.9017
TXT1200,ponakan saya kemarin  dapat  snack biskuit banyak pas ambil  raport. saya tanya kok bisa dapat  banyak?? ternyata itu stock pengganti mbg selama masa libur. benar  diganti ciki-cikian 🤣,Distribusi,0.9062
TXT1201,bapak anggota dpr ini belum dapat mbg makanya hitungan matematikanya kurang bisa.,Distribusi,0.9079
TXT1202,"saya di surabaya, anakku dari tahun lalu hingga detik ini belum dapat mbg",Distribusi,0.904
TXT1203,yang  penting mbg.. padahal mbg sudah banyak makan korban keracunan makanan. sialnya mbg katanya bikin murid cerdas. iya betul kalau  gizi dan proteinnya bagus. gimana mau bagus harganya cuma 10rb rupiah.?? dikurangi lagi  buat keuntungan pekerja yang  masak. bohonglah mencerdaskan bangsa,Kualitas Pangan,0.8484
TXT1204,"sosok presiden prabowo memang  peduli pengembangan polri, sppg polri cerminan visi dia buat mbg",Politik,0.8991
TXT1205,"beda beda ya? itu yang  protein kata dedy corbuzier wkwkwwkwkw. soalnya katanyaa protein itu  kuat tahan  lapar. kalau karbo nanti cepat  lapar  lagi. dan kita setiap hari kan ada target protein yang harus terpenuhi. btw, tim mbg pernah tidak ya memikirkan  beginian? wkkwkwkwk",Kualitas Pangan,0.8537
TXT1206,komisi ix tegaskan pentingnya penyimpanan memadai di dapur mbg,Tata Kelola,0.9381
TXT1207,"damn, mbg menghasilkan anak2 keracunan",Kualitas Pangan,0.8508
TXT1208,"wah kacau nih program omon omon.. tidak tanggung², 215 siswa tumbang karena makan bergizi gratis, tapi bikin sakit !! klarifikasi nya ada biasanya, salah² nanti bukannya di perbaiki tapi malah program nya di hentikan, dana jadi tidak jelas, dan kambing hitam pun di cari.",Tata Kelola,0.9144
TXT1209,"skandal ikn, mbg, dan koperasi merah putih bakal jadi salah satu kasus korupsi terbesar abad ini. lets be real, jangan membohongi diri sendiri..",Politik,0.9196
TXT1210,"makan bergizi gratis adalah hak semua anak, makanya program mbg hadir meratakan kesempatan emas ini",Sasaran Penerima,0.8396
TXT1211,makan bergizi gratis cerdaskan generasi bangsa,Sasaran Penerima,0.948
TXT1212,mbg ini mah buat bapak2 ngeronda,Sasaran Penerima,0.9434
TXT1213,mana nih si botak mirip squidward itu tidak ada ngoceh2 lagi dia soal mbg? kemarin marah2in anak2 yang  keluh  mbg nya tidak enak. ini pada keracunan si botak nongol2.,Kualitas Pangan,0.8621
TXT1214,"tidak satu bangsa menginginkan perang tetapi kalau seandainya harus seberapa kuat persenjataan kita? pr lain di samping mbg, swasembada pangan dan energi",Politik,0.9154
TXT1215,mbg hari ini,Lainnya,0.9054
TXT1216,"not to mention that mbg ambil  dana dari anggaran pendidikan. menimbang eksekusinya yang awur-awuran begini, harusnya duit yang dipakai  buat mbg bisa dipakai  buat menyelenggarakan bantuan pendidikan yang lebih luas.",Anggaran,0.9035
TXT1217,"ketololan timothy tidak bisa nutupin kedunguan deddy soal statementya soal mbg, periodt.",Politik,0.8714
TXT1218,"program makan bergizi gratis (mbg) terus memperluas pemerataan akses gizi bagi balita, siswa, dan ibu hamil di seluruh indonesia.",Sasaran Penerima,0.9453
TXT1219,"program mbg tidak hanya harus bersifat konsumtif dengan membagikan makanan gratis, tetapi harus disertai perbaikan tata kelola, evaluasi berkala, dan edukasi yang memadai agar mbg dapat menjadi program transformatif",Tata Kelola,0.9506
TXT1220,"baru kemarin dengerin ibu"" pas lagi jemput anak sekolah kalau  mbg cuma bikin mubajir aja, sudah begitu  tidak ada gizinya sama sekali. apalagi anak"" kelas 1-3 sd yang masih pilih"" makanan. mbg dikasih spaghetti, salak nya busuk, tongkol cabenya bau katanya, belum lagi oreg tempenya asem.",Kualitas Pangan,0.8596
TXT1221,data darimana siee?? siapa  yang ngibulin beliau ini?? berita yang muncul terkait mbg kalau  tidak keracunan ya porsi/menu makan yang sedikit atau tidak layak makan,Kualitas Pangan,0.861
TXT1222,laporan mbg hari ini,Lainnya,0.4976
TXT1223,makan bergizi gratis untuk kesejahteraan rakyat papua,Sasaran Penerima,0.8465
TXT1224,besar apanya orang kamu cut buat funding mbg. kampreett,Anggaran,0.9096
TXT1225,"seharusnya mbg di tiadakan saja, sejahterakan orang tua anak, maka anaknya akan sejahtera. sejahterakan guru nya maka muridnya akan bahagia dan merdeka. tolong perhatikan kebijakannya wahai kalian yang mendapatkan amanah",Sasaran Penerima,0.9476
TXT1226,mbg (makan belatung gratis,Kualitas Pangan,0.8567
TXT1227,naah .. itu jawaban pertanyaan yang di maksud oleh sebab itu pertanyaannya mana ..!?!? program lebih baik sekolah gratis atau makan bergizi gratis kondisi di lapangan mbg dengan menu beracun &amp; belatung,Kualitas Pangan,0.8545
TXT1228,"dan ternyata seluruh program kerakyatan yang di jalankan pemerintahan presiden prabowo subianto saling terkait satu sama lainnya, antara sekolah rakyat dengan koperasi merah putih dan makan bergizi gratis dan bermuara pada satu titik yaitu kesejahteraan rakyat indonesia.",Politik,0.9169
TXT1229,sudah jelas..gara2 mbg yang  secara kebaikan untuk saat ini terlalu memaksakan!bayar bunga hutang! dan masih banyak anak yang  belum bisa sekolah..jadi sepertinya mbg harus distop!,Tata Kelola,0.6376
TXT1230,saya baru akan sedikit suka ke jika program sampah mbg ditiadakan dan anggarannya dialokasikan ke pendidikan.,Anggaran,0.9067
TXT1231,"hebatnya presiden prabowo, tidak cuma janji, langsung realisasikan sppg polri buat mbg",Politik,0.9202
TXT1232,"mau gimana lagi. pemerintah kita berpikir kalau  anak anak bisa pintar  melalui makanan, bukan dari kualitas pendidikan yang  baik. mungkin racikan dapur mbg menunya sudah mengandung rumus &amp; materi pelajaran sekolah. jadi tidak perlu mengandalkan belajar, bisa langsung mudah diserap otak.",Tata Kelola,0.9204
TXT1233,"ini juga, daripada memperbaiki sistem atau sop (standart operasional procedure) mbg, mereka malah menyuruh guru untuk mencicipi makanan yang sudah disediakan. sangat sia-sia untuk melakukan hal ini, karena tidak akan memberikan dampak apapun terhadap mbgnya.",Tata Kelola,0.9486
TXT1234,day 3 dapat  makan bergizi gratis sudah basi kasihan  anak” pada muntah,Kualitas Pangan,0.8604
TXT1235,"kami tidak percaya presiden parasit. ada sebanyak [&gt;3,258 korban keracunan mbg] sejauh ini, mayoritas anak-anak &lt;13 tahun. ini hanya yang  terliput dan tersampaikan. sisanya diabaikan, dianggap remeh, di separuh tempat dibungkam. di negara perut, sejarah ditulis oleh yang kenyang.",Sasaran Penerima,0.5692
TXT1236,yang  dia maksud karena  ada program mbg bukan itu lapangan kerja baru nya wkwkwkwkwk,Ekonomi,0.946
TXT1237,"ya, ada indikasi korupsi dalam program mbg yang berpotensi sebabkan keracunan berulang. kpk temukan dugaan pemangkasan anggaran dan permainan vendor (tempo, kompas maret 2025), sementara ti indonesia &amp; icw soroti risiko sistemik di pengadaan &amp; distribusi, picu kualitas makanan",Tata Kelola,0.9524
TXT1238,"presiden prabowo bawa solusi simple tapi berdampak lewat program mbg, semua siswa senang  dan sehat",Sasaran Penerima,0.9189
TXT1239,belatungnya antek antek asing ini yang  mau menjatuhkan citra program mbg,Kualitas Pangan,0.8625
TXT1240,mbg akan jadi proyek korupsi paling merugikan negara,Anggaran,0.9082
TXT1241,bri dan umkm sinergi majukan ekonomi lokal lewat program makan bergizi gratis,Ekonomi,0.975
TXT1242,lanjutkan mbg!! semoga allah melindungi bapak prabowo!!,Politik,0.9175
TXT1243,"menteri kok 'ngedumelin' presiden di dpr? sblmnya soal ppn, mbg. memang  ngeri. apalagi kalau pak presiden diam  saja.*eh",Politik,0.9157
TXT1244,"partai penguasa pasti ada korupsinya, karena  biaya politik di indonesia sangat besar yang  sekarang apa tidak ada korupsi? karena  kpk sudah dilemahkan. yang  dibutuhkan rakyat kebijakan pemerintah dalam  pengelolaan negara. ikn, kereta cepat, bansos tidak tepat sasaran, mbg buang2 uang berapa  t?",Politik,0.9139
TXT1245,dpr ajak swasta investasi agar mbg di sumatra barat kian optimal,Ekonomi,0.9734
TXT1246,dengan program mbg itu secara tidak langsung prabowo sudah akuin yang  miskin banyak banget.,Sasaran Penerima,0.814
TXT1247,saya di malang kota belum  pernah dengar  ada yang  dapat  mbg,Distribusi,0.9057
TXT1248,program makan bergizi gratis,Lainnya,0.9255
TXT1249,"ini patokannya pasti pakai  mbg. sekali makan 10rb, sehari 2x makan cukup.",Anggaran,0.7239
TXT1250,"sebanyak 854 siswa sekolah dasar di kelurahan jatiwaringin, kecamatan pondok gede, menerima bantuan makanan bergizi dalam program makan bergizi gratis (mbg) yang dilaksanakan pada rabu (31/7). kegiatan ini berlangsung di dapur sehat yayasan salam mughni abadi",Distribusi,0.9042
TXT1251,mbg hari ini,Lainnya,0.9054
TXT1252,menterinya saja  suruh makan mbg. menunya beracun semua!,Kualitas Pangan,0.8605
TXT1253,"seandainya kaga ada korban ,beliau makin kdm saja  profilnya, mbg lah , sebagai narasi kesuksesan demi pencitraan.",Kualitas Pangan,0.8046
TXT1254,"18 umkm bandung siap masuk rantai pasok mbg, didorong naik kelas",Distribusi,0.8916
TXT1255,adekku minggu ini baru dapat  jatah mbg terus katanya semuanya bauu akhirnya dia makan buah sama susunya saja ,Kualitas Pangan,0.8631
TXT1256,"mbg ini akan terus diupayakanoleh beberapa pihak karena merupakan ladang cuaan dari para pemain besar yang  tidak mau luput dari kue besar mbg,300t! pt2 baru bentukan pihak dalam akan dikasih jatah untuk  ini",Sasaran Penerima,0.8908
TXT1257,"mbg 10 rebu, perbandingannya berlipat2, masih tidak nyadar2 pemerintah 🤣🤣, negara sakit memang indonesia ini",Anggaran,0.6206
TXT1258,"polisi amankan sampel menu mbg yang sebabkan siswa keracunan di manokwari ""kita sudah amankan menu makan bergizi berupa nasi, sayur, daging ayam dan pisang,"" kata kepala satuan reserse kriminal polresta manokwari akp raja napitupulu pada jumat (1/8/2025). baca selengkapnya di",Kualitas Pangan,0.8607
TXT1259,"memang nya seluar biasa apa sih meni mbg itu, sampai rakyat tidak terbiasa",Politik,0.9133
TXT1260,"cara tepat penyaluran ""makan bergizi gratis"": 1. uang dari apbn 2. salurkan ke orangtua murid 3. orangtua murid siapkan makanan sehat bergizi sendiri, bahkan bakal ditambah menunya. pemerintahan prabowo tidak bisa mikir simpel mirip  gini? tidak ikhlas saya gaji saya buat biayain mereka!",Distribusi,0.8956
TXT1261,"trauma usai 200 siswa keracunan rendang berbusa di kupang, kini murid yang lain sepakat tolak mbg",Kualitas Pangan,0.8613
TXT1262,"malah mirip  mbg yang kurang matang  perencanaan, by the way itu mbg beritanya berkurang. lancar atau gimana ya?",Tata Kelola,0.9473
TXT1263,hasil mbg,Lainnya,0.9271
TXT1264,"setuju bang. hentikan saja mbg ikn, dan sr alihkan dananya untuk  alutsista. sr untuk  spa? berdayakan saja sekolah negeri, kasih beasiswa untuk  yang  miskin. jauh lebih hemat daripada  bikin gedung baru",Anggaran,0.9063
TXT1265,makan belatung gratis (mbg),Kualitas Pangan,0.8555
TXT1266,tapi  pemuja wowo masih  saja  ngebelain walau anaknya diracun oleh negara lewat  mbg. memang idiot otak pendukung wowo tuh,Politik,0.7795
TXT1267,"kasus meninggal karena  menggugat wamen rangkap jabatan, tom lembong, mbg, wni norak di jepang, negara di jual ke as. mau di tutupin pakai  berita selangkangan artis!! yang  namanya lagi naik naiknya!! yang  nge goreng berita juga buzzer penerintah!! negorone assu!!",Politik,0.9206
TXT1268,kesal  sekali  dengar  mbg keracunan terus. tapi tidak diberhentiin. mau pembunuhan masal ini?,Kualitas Pangan,0.8554
TXT1269,makan bergizi gratis cerdaskan generasi bangsa,Sasaran Penerima,0.948
TXT1270,karyanya ini 1. barter data wni 2. blokir rekening nganggur 3. sita tanah nganggur belum terasa kebijakan pemerintah dirasakan oleh rakyat banyak. mbg pun mandeg. tambah sekarang soal pajak. hanya udara yang belum di kenakan pajak,Politik,0.9086
